degree,field,gpa,experience,graduation_year,skills,target_role
MCA,CSE,7.79,2,2023,"dsa,sql",Web Developer
MBA,Mechanical,8.37,2,2023,"design,solidworks",Mechanical Engineer
MBA,AI/ML,8.98,4,2021,"ml,python",Data Scientist
BTech,CSE,7.73,2,2023,"dsa,python",Web Developer
MTech,EEE,7.62,0,2025,"power systems,circuits",Electrical Engineer
MTech,Civil,6.33,7,2018,"autocad,construction",Civil Engineer
MCA,Data Science,5.55,7,2018,"python,ml",Software Engineer
BSc,CSE,7.85,4,2021,"sql,java",Web Developer
MTech,Mechanical,6.47,1,2024,"solidworks,design",Mechanical Engineer
BSc,EEE,6.58,7,2018,"power systems,circuits",Electrical Engineer
MBA,HR,5.86,4,2021,"communication,recruitment",Business Analyst
MBA,Civil,7.18,2,2023,"construction,autocad",Civil Engineer
MCA,EEE,6.86,6,2019,"power systems,circuits",Electrical Engineer
BTech,Civil,7.3,1,2024,"autocad,construction",Civil Engineer
MBA,Mechanical,7.3,3,2022,"design,solidworks",Mechanical Engineer
MBA,CSE,8.76,2,2023,"java,python",Software Engineer
BTech,Civil,7.61,0,2025,"construction,autocad",Civil Engineer
BSc,EEE,7.83,2,2023,"circuits,power systems",Electrical Engineer
MCA,HR,6.35,4,2021,"recruitment,communication",Business Analyst
MBA,AI/ML,6.22,5,2020,"python,ml",Software Engineer
MTech,ECE,8.2,0,2025,"embedded,signals",Electrical Engineer
BTech,ECE,6.91,7,2018,"signals,c",Electrical Engineer
BTech,Civil,8.71,5,2020,"autocad,construction",Civil Engineer
BTech,EEE,8.77,0,2025,"circuits,power systems",Electrical Engineer
MCA,CSE,5.69,5,2020,"sql,java",Web Developer
MCA,AI/ML,7.67,5,2020,"deep learning,python",Data Scientist
MTech,EEE,7.29,3,2022,"circuits,power systems",Electrical Engineer
MTech,ECE,8.94,0,2025,"c,signals",Electrical Engineer
MTech,HR,8.94,2,2023,"communication,recruitment",Business Analyst
MTech,Civil,7.64,6,2019,"autocad,construction",Civil Engineer
MBA,IT,7.94,4,2021,"html,css",Web Developer
MTech,AI/ML,7.53,3,2022,"deep learning,python",Data Scientist
MBA,Civil,8.04,3,2022,"construction,autocad",Civil Engineer
BTech,Civil,9.77,5,2020,"autocad,construction",Civil Engineer
BTech,IT,7.46,3,2022,"react,html",Web Developer
MTech,CSE,6.12,7,2018,"python,dsa",Web Developer
MTech,Civil,7.79,1,2024,"autocad,construction",Civil Engineer
BSc,ECE,6.63,2,2023,"signals,c",Electrical Engineer
MCA,HR,7.01,0,2025,"recruitment,communication",Business Analyst
MBA,Civil,9.1,1,2024,"autocad,construction",Civil Engineer
MCA,CSE,7.96,4,2021,"dsa,python",Web Developer
BSc,ECE,7.96,5,2020,"embedded,signals",Electrical Engineer
MBA,IT,6.06,2,2023,"react,css",Web Developer
MCA,HR,6.39,0,2025,"communication,recruitment",Business Analyst
BTech,IT,9.17,1,2024,"js,css",Software Engineer
MCA,Civil,7.91,1,2024,"construction,autocad",Civil Engineer
MCA,CSE,9.29,7,2018,"sql,dsa",Software Engineer
BSc,AI/ML,9.23,0,2025,"deep learning,ml",Data Scientist
MCA,CSE,8.75,3,2022,"sql,dsa",Software Engineer
BTech,AI/ML,7.53,6,2019,"deep learning,python",Data Scientist
MTech,ECE,9.58,0,2025,"embedded,c",Electrical Engineer
MTech,EEE,5.63,4,2021,"power systems,circuits",Electrical Engineer
MCA,ECE,7.8,5,2020,"signals,embedded",Electrical Engineer
MTech,IT,9.7,7,2018,"html,js",Software Engineer
BTech,ECE,7.48,2,2023,"embedded,c",Electrical Engineer
BTech,Mechanical,7.07,6,2019,"solidworks,design",Mechanical Engineer
BSc,Mechanical,6.76,4,2021,"solidworks,design",Mechanical Engineer
MCA,EEE,8.82,2,2023,"circuits,power systems",Electrical Engineer
BTech,Civil,7.47,7,2018,"construction,autocad",Civil Engineer
BTech,IT,5.55,3,2022,"js,css",Web Developer
BTech,ECE,8.97,4,2021,"embedded,c",Electrical Engineer
BTech,Data Science,8.97,6,2019,"ml,python",Data Scientist
BSc,Civil,5.97,1,2024,"autocad,construction",Civil Engineer
MCA,Data Science,9.71,1,2024,"ml,sql",Data Scientist
BTech,Data Science,8.17,3,2022,"ml,python",Data Scientist
MTech,HR,8.71,6,2019,"recruitment,communication",Business Analyst
MTech,Mechanical,6.06,5,2020,"design,solidworks",Mechanical Engineer
MCA,CSE,8.53,5,2020,"java,python",Software Engineer
MCA,IT,7.81,7,2018,"css,react",Web Developer
BSc,ECE,5.64,4,2021,"c,signals",Electrical Engineer
MBA,CSE,9.77,4,2021,"python,dsa",Software Engineer
MCA,Mechanical,8.52,6,2019,"solidworks,design",Mechanical Engineer
BSc,AI/ML,6.76,1,2024,"python,deep learning",Software Engineer
MBA,AI/ML,6.13,7,2018,"python,ml",Software Engineer
MTech,AI/ML,8.06,3,2022,"deep learning,python",Data Scientist
MTech,Data Science,9.48,0,2025,"sql,ml",Data Scientist
MCA,ECE,8.48,7,2018,"c,embedded",Electrical Engineer
MCA,IT,9.24,4,2021,"js,css",Software Engineer
BSc,ECE,5.87,6,2019,"signals,embedded",Electrical Engineer
BTech,Data Science,5.82,2,2023,"statistics,python",Software Engineer
BSc,EEE,7.08,2,2023,"circuits,power systems",Electrical Engineer
BSc,HR,6.68,6,2019,"communication,recruitment",Business Analyst
MTech,ECE,7.86,5,2020,"signals,embedded",Electrical Engineer
MTech,AI/ML,8.44,0,2025,"python,deep learning",Data Scientist
MCA,AI/ML,9.67,2,2023,"python,ml",Data Scientist
MBA,EEE,9.15,4,2021,"circuits,power systems",Electrical Engineer
MCA,ECE,8.17,2,2023,"c,signals",Electrical Engineer
MCA,Mechanical,5.6,1,2024,"solidworks,design",Mechanical Engineer
MCA,Civil,9.22,2,2023,"autocad,construction",Civil Engineer
BSc,IT,9.43,1,2024,"html,react",Software Engineer
MBA,IT,6.16,1,2024,"js,css",Web Developer
MBA,ECE,8.47,1,2024,"embedded,c",Electrical Engineer
BSc,Mechanical,8.09,7,2018,"design,solidworks",Mechanical Engineer
BTech,IT,9.45,7,2018,"css,html",Software Engineer
MCA,Data Science,9.41,0,2025,"ml,sql",Data Scientist
MCA,Mechanical,5.79,0,2025,"solidworks,design",Mechanical Engineer
MCA,IT,6.06,3,2022,"css,html",Web Developer
BTech,EEE,9.55,1,2024,"power systems,circuits",Electrical Engineer
BTech,AI/ML,8.94,4,2021,"deep learning,python",Data Scientist
BTech,Data Science,7.18,6,2019,"ml,python",Software Engineer
BTech,HR,7.61,2,2023,"communication,recruitment",Business Analyst
MBA,Data Science,7.19,5,2020,"sql,ml",Software Engineer
MBA,AI/ML,7.8,6,2019,"deep learning,python",Data Scientist
MBA,ECE,9.61,5,2020,"embedded,signals",Electrical Engineer
BTech,HR,8.53,1,2024,"recruitment,communication",Business Analyst
BSc,AI/ML,9.18,3,2022,"python,ml",Data Scientist
MCA,Mechanical,9.39,5,2020,"solidworks,design",Mechanical Engineer
BTech,CSE,5.94,4,2021,"java,sql",Web Developer
BTech,CSE,9.51,6,2019,"sql,dsa",Software Engineer
MBA,AI/ML,8.8,2,2023,"deep learning,ml",Data Scientist
MBA,Civil,6.77,1,2024,"autocad,construction",Civil Engineer
MCA,Data Science,5.64,5,2020,"sql,ml",Software Engineer
BSc,Data Science,9.7,0,2025,"python,sql",Data Scientist
BSc,Data Science,7.18,2,2023,"ml,python",Software Engineer
BSc,CSE,6.95,4,2021,"dsa,python",Web Developer
MTech,Civil,5.77,4,2021,"autocad,construction",Civil Engineer
MBA,HR,8.12,0,2025,"communication,recruitment",Business Analyst
BSc,Civil,8.98,0,2025,"construction,autocad",Civil Engineer
BTech,HR,6.64,1,2024,"recruitment,communication",Business Analyst
MTech,HR,5.69,5,2020,"recruitment,communication",Business Analyst
MTech,Civil,9.43,5,2020,"autocad,construction",Civil Engineer
BSc,Data Science,6.91,7,2018,"python,sql",Software Engineer
MCA,ECE,8.54,3,2022,"c,embedded",Electrical Engineer
MBA,HR,9.75,5,2020,"communication,recruitment",Business Analyst
MTech,ECE,6.32,6,2019,"embedded,signals",Electrical Engineer
MTech,CSE,7.42,6,2019,"java,sql",Web Developer
MCA,Mechanical,6.15,2,2023,"design,solidworks",Mechanical Engineer
BTech,EEE,6.86,6,2019,"circuits,power systems",Electrical Engineer
MTech,Data Science,8.24,2,2023,"sql,ml",Data Scientist
MCA,IT,7.02,1,2024,"css,js",Web Developer
BSc,CSE,5.78,3,2022,"dsa,java",Web Developer
MBA,IT,7.63,7,2018,"react,js",Web Developer
BTech,CSE,8.04,7,2018,"java,dsa",Software Engineer
MCA,AI/ML,6.76,5,2020,"ml,python",Software Engineer
BTech,IT,6.39,0,2025,"react,js",Web Developer
MCA,AI/ML,8.43,1,2024,"deep learning,python",Data Scientist
MTech,HR,8.86,1,2024,"recruitment,communication",Business Analyst
BTech,EEE,9.45,0,2025,"power systems,circuits",Electrical Engineer
MCA,HR,8.38,5,2020,"recruitment,communication",Business Analyst
MBA,Mechanical,6.25,6,2019,"design,solidworks",Mechanical Engineer
BTech,Mechanical,9.42,2,2023,"solidworks,design",Mechanical Engineer
MBA,ECE,9.02,7,2018,"c,embedded",Electrical Engineer
MCA,CSE,7.61,7,2018,"dsa,java",Web Developer
BSc,IT,9.56,4,2021,"react,css",Software Engineer
MBA,HR,6.75,2,2023,"communication,recruitment",Business Analyst
MBA,AI/ML,9.32,5,2020,"ml,python",Data Scientist
MTech,HR,6.92,5,2020,"recruitment,communication",Business Analyst
BSc,ECE,9.23,0,2025,"embedded,signals",Electrical Engineer
MBA,Data Science,7.61,5,2020,"sql,statistics",Data Scientist
MBA,Mechanical,6.57,2,2023,"design,solidworks",Mechanical Engineer
BTech,CSE,8.18,2,2023,"java,dsa",Software Engineer
BSc,HR,6.08,0,2025,"communication,recruitment",Business Analyst
BSc,AI/ML,9.73,5,2020,"deep learning,ml",Data Scientist
MTech,AI/ML,6.67,3,2022,"deep learning,ml",Software Engineer
BTech,HR,9.19,3,2022,"recruitment,communication",Business Analyst
MBA,EEE,9.49,2,2023,"power systems,circuits",Electrical Engineer
MBA,Mechanical,6.81,7,2018,"solidworks,design",Mechanical Engineer
MBA,AI/ML,5.96,1,2024,"ml,deep learning",Software Engineer
MTech,ECE,7.65,3,2022,"signals,embedded",Electrical Engineer
MTech,AI/ML,6.76,5,2020,"python,ml",Software Engineer
MCA,Civil,5.86,5,2020,"autocad,construction",Civil Engineer
MTech,Data Science,6.64,0,2025,"sql,python",Software Engineer
MBA,Mechanical,9.62,2,2023,"solidworks,design",Mechanical Engineer
MBA,HR,7.86,5,2020,"communication,recruitment",Business Analyst
BTech,HR,7.52,4,2021,"recruitment,communication",Business Analyst
BTech,EEE,6.63,0,2025,"power systems,circuits",Electrical Engineer
BTech,IT,6.46,7,2018,"js,css",Web Developer
MCA,ECE,8.84,6,2019,"signals,embedded",Electrical Engineer
MBA,IT,7.79,5,2020,"react,css",Web Developer
MCA,Data Science,7.73,0,2025,"python,sql",Data Scientist
BSc,Civil,9.56,5,2020,"construction,autocad",Civil Engineer
BSc,Mechanical,5.87,4,2021,"design,solidworks",Mechanical Engineer
MCA,HR,9.45,3,2022,"recruitment,communication",Business Analyst
BTech,Mechanical,8.6,1,2024,"design,solidworks",Mechanical Engineer
BSc,CSE,7.6,6,2019,"java,python",Web Developer
MTech,ECE,8.04,3,2022,"embedded,signals",Electrical Engineer
BTech,Civil,6.85,4,2021,"construction,autocad",Civil Engineer
BSc,ECE,7.01,1,2024,"c,embedded",Electrical Engineer
BSc,Mechanical,9.36,6,2019,"solidworks,design",Mechanical Engineer
MCA,ECE,8.11,5,2020,"c,signals",Electrical Engineer
BSc,ECE,9.58,4,2021,"embedded,c",Electrical Engineer
BTech,ECE,6.12,0,2025,"c,signals",Electrical Engineer
MCA,Data Science,6.21,3,2022,"python,statistics",Software Engineer
MTech,Mechanical,6.93,7,2018,"solidworks,design",Mechanical Engineer
MCA,IT,7.78,6,2019,"css,react",Web Developer
BTech,Civil,7.37,2,2023,"autocad,construction",Civil Engineer
BTech,EEE,6.31,4,2021,"circuits,power systems",Electrical Engineer
MTech,AI/ML,9.71,2,2023,"ml,deep learning",Data Scientist
MCA,Civil,7.16,4,2021,"autocad,construction",Civil Engineer
MTech,AI/ML,7.85,6,2019,"ml,deep learning",Data Scientist
BTech,Data Science,6.71,0,2025,"statistics,ml",Software Engineer
MTech,Data Science,6.52,1,2024,"statistics,sql",Software Engineer
BSc,AI/ML,5.54,2,2023,"deep learning,ml",Software Engineer
MCA,EEE,6.17,4,2021,"circuits,power systems",Electrical Engineer
MBA,ECE,6.7,2,2023,"c,embedded",Electrical Engineer
MBA,IT,9.19,7,2018,"html,css",Software Engineer
BTech,Civil,6.46,5,2020,"autocad,construction",Civil Engineer
MTech,CSE,9.7,5,2020,"java,python",Software Engineer
BTech,HR,9.64,2,2023,"recruitment,communication",Business Analyst
MCA,IT,6.18,0,2025,"html,react",Web Developer
MBA,AI/ML,8.51,5,2020,"ml,python",Data Scientist
MCA,CSE,7.62,3,2022,"dsa,sql",Web Developer
MCA,AI/ML,6.09,3,2022,"python,ml",Software Engineer
MBA,HR,7.23,1,2024,"recruitment,communication",Business Analyst
MCA,Mechanical,8.05,5,2020,"design,solidworks",Mechanical Engineer
MBA,CSE,7.37,5,2020,"dsa,java",Web Developer
BSc,CSE,6.16,1,2024,"sql,java",Web Developer
MTech,EEE,6.75,0,2025,"power systems,circuits",Electrical Engineer
MCA,Civil,7.33,1,2024,"construction,autocad",Civil Engineer
MBA,Civil,7.45,2,2023,"autocad,construction",Civil Engineer
BTech,Civil,6.03,1,2024,"construction,autocad",Civil Engineer
MCA,IT,7.54,0,2025,"react,js",Web Developer
MTech,IT,9.17,1,2024,"html,react",Software Engineer
BSc,EEE,7.45,4,2021,"power systems,circuits",Electrical Engineer
BSc,ECE,5.81,2,2023,"c,signals",Electrical Engineer
MCA,Mechanical,6.94,2,2023,"design,solidworks",Mechanical Engineer
MTech,Mechanical,8.93,5,2020,"design,solidworks",Mechanical Engineer
MBA,Civil,5.9,6,2019,"construction,autocad",Civil Engineer
MBA,IT,5.9,7,2018,"css,html",Web Developer
MCA,EEE,5.79,5,2020,"power systems,circuits",Electrical Engineer
MBA,Civil,7.5,6,2019,"autocad,construction",Civil Engineer
MTech,ECE,7.48,2,2023,"embedded,signals",Electrical Engineer
BSc,HR,6.61,0,2025,"communication,recruitment",Business Analyst
MTech,Data Science,9.1,7,2018,"python,sql",Data Scientist
MCA,IT,6.59,0,2025,"css,react",Web Developer
MBA,EEE,5.52,4,2021,"power systems,circuits",Electrical Engineer
MBA,Data Science,6.55,2,2023,"statistics,sql",Software Engineer
MCA,Mechanical,7.87,3,2022,"solidworks,design",Mechanical Engineer
MBA,Civil,5.89,2,2023,"autocad,construction",Civil Engineer
MCA,CSE,7.79,1,2024,"python,java",Web Developer
MCA,Data Science,5.82,4,2021,"statistics,sql",Software Engineer
BSc,Civil,7.98,1,2024,"autocad,construction",Civil Engineer
MCA,IT,7.0,1,2024,"css,js",Web Developer
MCA,EEE,7.51,0,2025,"circuits,power systems",Electrical Engineer
MCA,CSE,6.11,5,2020,"python,sql",Web Developer
BSc,Mechanical,6.96,7,2018,"solidworks,design",Mechanical Engineer
MTech,ECE,6.23,5,2020,"c,embedded",Electrical Engineer
BTech,ECE,9.49,5,2020,"signals,c",Electrical Engineer
BSc,IT,9.27,1,2024,"html,css",Software Engineer
MBA,EEE,6.48,3,2022,"power systems,circuits",Electrical Engineer
MBA,EEE,8.16,4,2021,"circuits,power systems",Electrical Engineer
MBA,EEE,7.49,2,2023,"circuits,power systems",Electrical Engineer
MTech,Mechanical,9.49,1,2024,"solidworks,design",Mechanical Engineer
BTech,EEE,9.58,0,2025,"circuits,power systems",Electrical Engineer
BSc,CSE,6.69,6,2019,"sql,python",Web Developer
BTech,Data Science,7.41,2,2023,"statistics,python",Software Engineer
MBA,Data Science,8.54,5,2020,"python,sql",Data Scientist
MCA,Mechanical,5.92,5,2020,"design,solidworks",Mechanical Engineer
BTech,EEE,5.54,6,2019,"circuits,power systems",Electrical Engineer
BSc,Mechanical,8.81,6,2019,"design,solidworks",Mechanical Engineer
MBA,CSE,9.31,6,2019,"sql,dsa",Software Engineer
BTech,CSE,9.0,6,2019,"java,dsa",Software Engineer
MBA,AI/ML,8.21,0,2025,"ml,deep learning",Data Scientist
MBA,ECE,8.73,2,2023,"signals,embedded",Electrical Engineer
MTech,AI/ML,6.53,4,2021,"python,ml",Software Engineer
BSc,EEE,6.89,5,2020,"power systems,circuits",Electrical Engineer
MCA,EEE,8.3,3,2022,"power systems,circuits",Electrical Engineer
BSc,Civil,6.62,4,2021,"autocad,construction",Civil Engineer
MBA,ECE,7.09,7,2018,"signals,c",Electrical Engineer
BSc,IT,9.28,3,2022,"css,js",Software Engineer
MTech,ECE,9.64,6,2019,"embedded,signals",Electrical Engineer
BTech,AI/ML,7.91,6,2019,"deep learning,ml",Data Scientist
MBA,Data Science,8.14,5,2020,"statistics,python",Data Scientist
MCA,ECE,8.37,2,2023,"embedded,signals",Electrical Engineer
MCA,Data Science,7.97,6,2019,"sql,statistics",Data Scientist
BSc,ECE,8.43,6,2019,"embedded,signals",Electrical Engineer
BTech,CSE,5.94,4,2021,"sql,dsa",Web Developer
BSc,IT,6.37,5,2020,"js,css",Web Developer
MTech,IT,9.61,4,2021,"html,react",Software Engineer
MBA,IT,7.09,1,2024,"css,html",Web Developer
BTech,IT,8.96,5,2020,"html,react",Software Engineer
MBA,Mechanical,7.58,0,2025,"design,solidworks",Mechanical Engineer
BTech,EEE,7.98,3,2022,"power systems,circuits",Electrical Engineer
BSc,Mechanical,8.26,7,2018,"design,solidworks",Mechanical Engineer
BTech,HR,7.35,3,2022,"communication,recruitment",Business Analyst
MTech,AI/ML,9.4,0,2025,"deep learning,ml",Data Scientist
MCA,Civil,6.74,5,2020,"autocad,construction",Civil Engineer
BSc,ECE,6.79,4,2021,"embedded,signals",Electrical Engineer
BTech,EEE,8.06,0,2025,"power systems,circuits",Electrical Engineer
BSc,IT,7.97,0,2025,"react,css",Web Developer
MTech,Civil,7.72,1,2024,"construction,autocad",Civil Engineer
MTech,Data Science,6.51,0,2025,"python,statistics",Software Engineer
MTech,CSE,8.57,4,2021,"dsa,sql",Software Engineer
BTech,Mechanical,8.03,6,2019,"design,solidworks",Mechanical Engineer
BTech,IT,7.48,0,2025,"js,css",Web Developer
MBA,AI/ML,6.8,2,2023,"python,deep learning",Software Engineer
BTech,Data Science,9.18,6,2019,"ml,sql",Data Scientist
MCA,IT,8.89,6,2019,"css,html",Software Engineer
BTech,Mechanical,8.87,6,2019,"design,solidworks",Mechanical Engineer
BSc,IT,8.67,2,2023,"html,js",Software Engineer
MBA,CSE,8.08,2,2023,"sql,dsa",Software Engineer
MCA,IT,5.81,1,2024,"css,js",Web Developer
MBA,HR,9.69,0,2025,"communication,recruitment",Business Analyst
MTech,HR,5.92,4,2021,"communication,recruitment",Business Analyst
MTech,CSE,6.34,6,2019,"dsa,java",Web Developer
MTech,IT,8.49,3,2022,"react,js",Software Engineer
MBA,Mechanical,9.45,2,2023,"solidworks,design",Mechanical Engineer
MTech,AI/ML,9.11,2,2023,"ml,python",Data Scientist
BSc,AI/ML,6.5,3,2022,"python,ml",Software Engineer
BSc,Mechanical,6.16,0,2025,"solidworks,design",Mechanical Engineer
BTech,Mechanical,6.0,7,2018,"design,solidworks",Mechanical Engineer
MCA,Civil,6.65,2,2023,"construction,autocad",Civil Engineer
BSc,ECE,6.38,6,2019,"embedded,c",Electrical Engineer
BSc,CSE,7.05,1,2024,"python,dsa",Web Developer
BSc,Mechanical,7.21,2,2023,"solidworks,design",Mechanical Engineer
BSc,Data Science,9.79,1,2024,"statistics,ml",Data Scientist
MTech,ECE,8.85,4,2021,"signals,embedded",Electrical Engineer
MCA,HR,8.65,6,2019,"communication,recruitment",Business Analyst
BSc,IT,7.24,0,2025,"css,js",Web Developer
MCA,Civil,6.23,0,2025,"autocad,construction",Civil Engineer
BTech,EEE,8.87,6,2019,"power systems,circuits",Electrical Engineer
MCA,Mechanical,6.53,5,2020,"solidworks,design",Mechanical Engineer
MTech,HR,6.28,4,2021,"recruitment,communication",Business Analyst
MTech,IT,5.91,5,2020,"react,js",Web Developer
MCA,Civil,7.03,2,2023,"autocad,construction",Civil Engineer
MTech,Data Science,5.86,5,2020,"statistics,python",Software Engineer
MBA,CSE,7.88,1,2024,"dsa,sql",Web Developer
BTech,EEE,5.53,4,2021,"circuits,power systems",Electrical Engineer
MBA,Civil,8.98,5,2020,"autocad,construction",Civil Engineer
MCA,AI/ML,7.67,3,2022,"ml,deep learning",Data Scientist
BTech,AI/ML,7.32,7,2018,"ml,python",Software Engineer
MBA,AI/ML,7.45,2,2023,"ml,python",Software Engineer
BSc,Data Science,5.97,4,2021,"ml,python",Software Engineer
BSc,HR,6.15,5,2020,"communication,recruitment",Business Analyst
BTech,Mechanical,6.51,0,2025,"solidworks,design",Mechanical Engineer
MTech,ECE,6.05,5,2020,"signals,c",Electrical Engineer
BSc,HR,9.57,2,2023,"recruitment,communication",Business Analyst
MBA,ECE,8.41,0,2025,"signals,c",Electrical Engineer
MTech,Data Science,9.3,1,2024,"sql,python",Data Scientist
MCA,Data Science,9.74,5,2020,"statistics,sql",Data Scientist
BSc,CSE,9.15,3,2022,"python,java",Software Engineer
BTech,ECE,6.81,4,2021,"embedded,c",Electrical Engineer
MTech,Mechanical,6.26,2,2023,"solidworks,design",Mechanical Engineer
BTech,Mechanical,8.95,6,2019,"solidworks,design",Mechanical Engineer
MTech,IT,8.7,1,2024,"js,css",Software Engineer
BSc,AI/ML,5.88,5,2020,"deep learning,python",Software Engineer
MTech,Civil,6.67,0,2025,"autocad,construction",Civil Engineer
MTech,Civil,6.79,4,2021,"autocad,construction",Civil Engineer
MBA,CSE,8.15,6,2019,"sql,python",Software Engineer
BTech,IT,9.19,7,2018,"js,html",Software Engineer
MTech,Data Science,8.87,7,2018,"ml,statistics",Data Scientist
MCA,Mechanical,9.66,3,2022,"design,solidworks",Mechanical Engineer
BTech,Civil,9.31,2,2023,"autocad,construction",Civil Engineer
MTech,AI/ML,8.07,0,2025,"deep learning,python",Data Scientist
